%%RSRT2	TDDT2
104.772	195.103
109.586	188.873
107.604	182.077
107.038	174.998
109.869	168.202
110.436	161.972
110.436	156.026
112.418	150.646
110.153	146.398
109.869	141.867
111.285	137.62
110.719	134.788
111.285	132.24
109.303	129.974
109.869	127.426
108.454	126.293
109.02	124.877
107.604	124.311
105.905	123.745
105.339	123.178
104.489	122.895
104.206	122.895
103.64	122.612
102.507	122.329
101.091	122.046
98.543	121.479
97.693	121.196
97.127	121.196
95.711	121.196
95.428	120.63
93.162	120.63
92.596	119.78
91.747	119.497
92.596	119.214
92.596	118.364
91.18	118.081
91.463	117.232
91.18	116.949
92.03	115.816
91.747	114.117
89.481	113.834
90.048	112.984
89.481	111.852
90.048	111.285
89.481	110.153
90.614	109.303
90.331	108.737
90.331	107.321
90.897	106.755
87.216	105.905
88.915	105.055
88.915	103.923
88.065	103.923
88.349	103.073
88.632	102.224
88.349	101.657
87.782	101.374
87.499	100.525
86.366	99.958
87.499	99.958
87.499	99.392
85.8	98.826
84.951	98.826
85.8	98.259
86.083	97.976
84.384	97.693
84.951	97.693
85.8	97.41
85.517	97.127
85.8	96.844
85.517	96.56
85.234	95.994
82.968	96.277
82.685	95.711
82.402	95.711
78.154	95.428
76.172	95.145
73.907	94.861
70.792	94.578
68.81	94.295
67.111	94.012
63.996	93.446
62.863	93.446
62.863	93.162
59.749	92.596
57.766	92.313
58.05	92.03
58.05	91.18
57.483	90.897
57.483	90.331
56.067	89.198
54.935	88.632
54.652	87.499
56.067	86.083
55.784	85.234
57.766	83.818
59.749	82.402
60.598	80.986
60.881	79.57
64.279	78.154
65.412	76.739
67.96	75.323
71.075	73.624
72.208	72.208
70.792	70.792
73.341	69.376
75.606	68.244
74.473	67.111
73.907	66.261
73.624	65.412
74.756	64.846
73.907	64.562
75.04	64.562
73.057	64.562
70.226	64.846
68.81	65.412
68.527	66.261
66.261	67.111
64.279	68.244
63.147	68.81
61.448	70.509
59.182	71.075
57.483	72.491
56.067	73.624
53.802	74.756
52.386	75.323
52.103	75.889
51.253	76.455
51.537	76.739
50.59283333	77.022
49.271	76.739
48.422	76.739
49.554	76.172
49.838	75.323
48.988	74.756
48.988	73.907
49.271	72.774
48.422	71.925
48.139	70.509
47.855	69.376
49.271	67.96
48.422	66.828
48.422	65.412
49.271	64.279
48.988	63.43
49.271	62.297
47.572	61.448
48.139	60.315
47.572	59.465
46.94105714	58.616
46.723	58.05
47.39465714	57.2
48.139	56.917
48.139	56.067
49.838	55.784
51.537	55.501
54.935	54.935
56.917	54.652
60.032	54.368
60.315	54.368
63.713	54.085
67.394	53.802
67.96	53.802
67.111	53.519
69.659	53.236
68.244	53.519
66.828	53.236
65.978	53.236
63.713	53.519
60.032	53.519
59.749	54.085
57.483	54.652
55.501	55.501
52.43316667	56.634
49.271	57.2
47.006	58.333
44.741	59.749
42.758	60.881
41.059	62.014
39.927	63.713
37.661	64.562
37.661	65.695
36.812	66.261
35.113	66.545
35.679	66.828
34.547	66.828
33.98	66.828
34.547	67.677
35.396	66.545
34.73516667	65.978
33.697	64.846
33.414	63.996
33.414	62.58
33.414	61.164
33.697	59.465
35.113	58.05
36.529	56.634
37.095	55.218
45.307	53.802
50.687	52.386
58.899	51.253
63.43	49.838
66.261	48.988
68.527	47.855
71.642	46.723
69.943	46.156
71.075	45.024
73.057	44.174
70.792	43.608
70.509	43.042
69.659	42.475
68.527	42.475
69.093	42.475
68.527	42.758
65.978	43.891
62.297	45.024
62.863	46.723
59.749	49.271
58.333	51.537
56.067	54.085
53.802	56.917
51.82	59.465
49.838	61.731
48.422	63.713
47.006	65.695
46.44	67.111
45.59	68.244
43.891	69.376
43.325	70.226
43.042	70.509
42.192	70.226
41.343	70.226
41.626	69.943
39.077	69.376
39.927	68.81
38.228	67.677
39.077	66.828
39.644	65.695
39.644	64.279
40.21	63.147
37.661	62.014
38.228	60.598
37.945	59.465
37.095	58.333
36.812	57.2
35.396	56.067
34.547	54.935
34.263	54.085
33.131	52.952
32.80033333	52.103
32.564	50.97
31.715	50.121
31.715	49.554
30.299	48.988
30.299	48.139
30.299	47.572
28.6	46.723
30.299	46.44
29.733	45.873
28.883	45.307
28.6	44.741
28.6	44.457
30.016	43.891
28.883	43.608
29.45	43.042
28.6	42.475
27.326	41.909
27.609	41.343
27.184	41.059
26.193	40.493
25.23	40.21
26.193	39.644
24.806	39.077
23.163	38.511
25.372	38.228
24.522	37.945
24.126	37.378
24.664	37.095
24.381	36.812
24.126	36.246
24.947	36.246
24.268	35.962
24.06983333	35.679
24.381	35.396
25.23	35.113
25.372	35.113
25.485	34.83
25.372	34.547
25.485	34.263
25.627	33.98
24.947	33.697
24.381	33.414
23.56	33.414
24.126	33.131
23.843	32.848
23.56	32.848
23.163	32.564
22.767	32.281
23.163	32.281
22.2	31.998
21.946	31.715
22.342	31.715
22.087	31.715
23.163	31.715
22.484	31.432
22.2	31.432
23.163	31.432
22.88	31.432
23.984	31.432
24.522	31.432
24.381	31.432
24.126	31.149
24.126	31.149
23.701	31.149
23.022	31.149
24.381	30.865
23.022	30.865
22.767	30.582
22.342	30.299
22.2	30.299
22.087	30.299
21.946	30.016
22.342	30.016
22.342	30.016
23.961	30.016
27.043	30.016
31.432	30.016
33.697	30.016
40.776	29.733
45.873	30.016
51.82	30.016
55.784	30.016
58.0494	30.016
58.8991	30.016
58.616	30.016
57.483	29.733
52.952	30.016
50.97	30.016
46.156	29.733
43.042	30.016
39.927	30.016
37.095	30.016
34.169	30.582
31.715	31.432
30.299	32.281
28.6	33.98
28.883	35.679
27.326	37.945
27.184	40.21
27.609	42.758
28.317	45.024
28.883	47.006
28.034	48.705
30.016	49.838
29.733	50.687
30.299	50.97
30.016	50.97
30.865	50.687
30.582	50.121
30.865	48.988
30.016	48.139
28.6	47.006
28.883	45.873
28.883	44.741
28.6	43.608
28.317	42.475
27.892	41.343
28.034	40.21
28.76566667	39.36
29.45	38.794
29.45	37.945
30.299	37.378
31.432	37.095
33.17833333	36.812
34.547	36.529
34.547	36.246
34.547	36.246
33.131	35.962
33.414	35.679
33.98	35.679
34.83	35.679
34.547	35.396
34.83	35.396
33.414	35.396
33.697	35.396
33.131	35.396
33.131	35.396
32.281	35.679
31.998	35.679
30.582	35.962
29.8745	36.246
29.45	36.529
28.883	36.529
28.317	37.095
26.901	37.378
28.175	37.661
28.12783333	37.945
27.184	38.511
25.768	38.511
26.759	38.794
25.372	38.794
24.664	39.077
25.372	39.077
25.51333333	39.077
25.23	39.077
24.664	38.794
24.522	38.511
24.06916667	38.511
23.843	38.228
24.381	37.945
23.56	37.378
23.022	37.095
22.88	36.812
23.305	36.529
22.484	36.246
21.946	35.679
21.946	35.396
21.266	35.113
21.153	34.547
21.408	34.263
20.756	33.98
20.36	33.697
21.549	33.414
20.615	33.131
22.767	32.848
24.40414286	32.564
25.23	32.564
24.94814286	31.998
24.806	31.998
26.051	31.715
26.759	31.432
27.184	31.149
27.043	30.865
27.043	30.582
27.184	30.582
26.759	30.299
26.476	30.016
26.759	30.016
26.193	29.733
26.618	29.45
26.759	29.45
28.317	29.166
28.175	29.45
27.751	29.45
28.175	29.45
28.5525	29.733
28.883	29.733
29.166	30.016
30.016	30.299
30.016	30.582
30.299	31.149
31.149	31.149
29.45	31.432
31.149	31.715
31.432	31.998
31.432	32.281
31.715	32.564
30.582	32.564
31.432	32.848
30.582	32.848
30.299	33.131
29.733	33.131
28.883	33.414
28.317	33.697
27.326	33.98
28.034	34.263
27.751	34.547
28.317	34.547
27.467	34.83
27.751	35.113
27.184	35.396
28.883	35.396
28.883	35.679
27.467	35.679
28.6	35.962
28.883	35.962
30.299	36.246
30.016	36.246
28.6	36.246
29.733	36.246
29.733	36.246
29.45	35.962
27.751	35.962
27.467	35.679
27.751	35.962
27.892	36.246
26.618	35.962
26.335	35.679
25.91	35.679
26.051	35.679
25.23	35.679
25.23	35.396
25.91	35.679
25.768	35.679
27.184	35.679
27.13683333	35.962
26.901	36.246
27.751	36.246
27.326	36.246
27.043	36.246
28.175	36.246
29.3315	36.246
29.733	36.246
28.6	35.962
29.166	35.679
29.45	35.396
28.6	35.113
28.317	35.113
27.326	34.547
26.759	34.547
26.759	34.263
26.901	33.98
25.91	33.98
24.664	33.697
25.23	33.697
24.268	33.414
24.522	33.414
22.767	33.697
24.664	33.697
23.022	33.98
25.23	33.98
25.627	34.263
24.522	34.263
25.627	34.263
25.91	33.98
25.91	33.697
26.901	33.131
26.759	33.131
26.335	33.131
26.051	33.131
26.051	32.848
26.193	32.848
26.618	32.564
27.326	32.281
27.184	32.281
27.184	31.998
26.193	31.715
26.901	31.715
27.184	31.432
26.759	31.432
26.051	31.149
27.184	31.149
26.051	31.149
25.91	31.149
25.768	31.149
25.089	31.149
25.768	31.149
26.193	31.432
27.043	31.432
28.6	31.432
30.865	31.432
34.263	31.432
37.661	31.715
40.493	31.715
43.042	31.998
43.325	31.998
44.174	31.998
44.457	31.998
43.042	31.998
41.626	31.998
40.21	31.998
38.79433333	31.998
37.945	31.998
38.228	31.998
36.529	31.998
38.228	31.998
37.661	32.281
36.246	32.848
35.962	33.414
35.962	34.263
35.679	35.113
35.113	36.246
32.848	37.095
33.98	38.511
34.263	39.36
33.98	40.493
33.131	41.059
31.432	41.909
30.582	42.758
29.733	43.042
29.733	43.042
28.317	43.325
27.609	43.325
26.901	43.042
26.618	43.042
26.051	42.758
25.23	42.192
24.806	42.192
24.806	41.909
24.664	41.626
24.126	41.059
23.843	40.493
24.126	40.21
23.305	39.644
24.522	39.36
24.522	38.794
23.701	38.511
24.126	37.945
24.522	37.378
23.984	36.812
22.767	36.529
22.484	35.962
22.625	35.396
22.625	35.113
21.549	34.547
21.153	33.98
21.549	33.697
20.615	33.131
20.615	32.848
20.615	32.281
19.822	31.998
19.425	31.432
21.153	31.432
19.963	31.149
19.963	30.865
20.218	30.582
21.011	30.299
20.87	30.016
21.153	29.733
20.615	29.733
19.963	29.45
20.473	29.166
21.153	28.883
21.691	28.883
21.011	28.6
20.87	28.317
20.218	28.147
19.963	28.034
19.567	27.751
19.284	27.552
19.284	27.241
18.519	27.071
18.774	26.873
18.916	26.674
18.61366667	26.561
18.264	26.476
18.264	26.25
18.264	26.25
17.868	26.165
18.123	26.165
17.755	26.051
18.378	26.051
19.171	25.938
19.029	25.938
20.36	25.938
19.822	25.853
21.011	25.853
20.756	25.853
20.218	25.74
20.615	25.74
20.473	25.627
20.077	25.627
19.963	25.429
19.567	25.315
19.425	25.202
18.774	25.004
18.774	25.004
18.916	24.891
18.378	24.777
18.661	24.692
18.774	24.692
18.519	24.692
19.029	24.692
18.519	24.579
18.35631429	24.777
18.519	24.777
18.98511429	24.891
19.567	25.004
20.077	25.117
20.473	25.117
20.82845074	25.315
21.1450093	25.315
21.42433279	25.429
21.66807827	25.429
21.87790285	25.429
22.0554636	25.429
22.20241762	25.315
22.320422	25.315
22.41113383	25.202
22.47621018	25.004
22.51730816	24.891
22.53608484	24.777
22.53419732	24.777
22.51330268	24.692
22.47505802	24.692
22.42112042	24.692
22.35314696	24.579
22.27279475	24.692
22.18172085	24.692
22.08158238	24.692
21.9740364	24.777
21.86074001	24.891
21.7433503	25.004
21.62352436	25.004
21.50291927	25.117
21.38319212	25.202
21.266	25.202
21.153	25.202
21.153	25.202
20.473	25.202
19.68	25.202
19.55733333	25.117
19.567	25.117
19.171	25.004
19.284	24.777
19.567	24.777
19.284	24.692
18.916	24.579
19.029	24.579
17.613	24.579
18.123	24.466
17.755	24.466
18.01	24.579
17.868	24.579
18.378	24.692
18.774	24.692
19.425	24.777
20.218	24.777
20.473	24.777
20.218	24.891
21.266	24.777
20.36	24.891
20.218	24.777
20.473	24.777
21.011	24.692
20.218	24.692
20.36	24.579
19.425	24.381
18.774	24.268
18.661	24.069
19.171	24.069
18.378	23.956
19.171	23.843
17.755	23.758
18.264	23.645
18.123	23.645
18.519	23.645
19.68	23.645
19.425	23.758
20.756	23.758
21.266	23.843
21.408	24.069
22.625	24.154
23.163	24.154
24.381	24.381
23.446	24.381
24.664	24.466
24.381	24.466
24.268	24.579
25.372	24.466
24.268	24.466
24.381	24.381
24.522	24.268
25.485	24.268
24.947	24.154
25.23	24.154
23.984	24.268
25.372	24.381
26.051	24.466
26.901	24.579
25.91	24.777
26.335	25.117
26.476	25.429
26.618	25.74
27.609	26.25
28.6	26.674
28.6	26.958
28.034	27.354
28.317	27.637
29.166	28.034
28.034	28.317
27.609	28.6
27.467	28.883
26.759	29.166
26.618	29.45
26.051	29.45
25.23	29.733
25.627	30.016
25.089	30.016
24.947	30.299
24.126	30.299
24.664	30.582
24.806	30.582
23.984	30.865
23.701	31.149
24.947	31.149
24.806	31.432
24.381	31.432
25.627	31.715
25.372	31.715
25.627	31.715
26.051	31.715
25.23	31.715
24.522	31.715
25.089	31.715
24.381	31.715
23.163	31.432
23.163	31.149
22.625	31.149
22.342	30.865
22.342	30.582
22.342	30.582
22.2	30.299
21.153	30.299
22.087	30.299
21.549	30.016
22.342	30.016
21.946	30.016
22.2195	30.016
22.625	29.733
22.625	29.733
22.2	29.733
23.022	29.733
23.305	29.733
23.701	29.45
23.446	29.45
23.446	29.166
23.163	28.883
22.087	28.883
22.342	28.6
21.804	28.6
21.266	28.317
20.756	28.034
20.218	27.949
20.218	27.751
19.822	27.637
19.68	27.552
19.68	27.439
19.425	27.439
19.425	27.354
19.822	27.354
20.077	27.354
21.011	27.354
19.963	27.354
20.756	27.354
21.011	27.241
21.011	27.354
21.86516667	27.241
22.625	27.241
22.342	27.241
21.691	27.071
22.342	26.958
21.266	26.759
21.691	26.674
21.549	26.476
21.011	26.363
20.75133333	26.165
20.756	25.938
21.011	25.853
20.756	25.74
20.615	25.627
19.567	25.513
19.284	25.627
19.963	25.627
19.963	25.627
19.567	25.74
20.36	25.74
20.077	25.853
20.473	25.853
20.473	25.938
21.011	26.051
21.804	26.051
21.946	26.165
21.98833333	26.165
21.804	26.25
21.266	26.25
21.356	26.25
21.408	26.25
20.756	26.165
20.756	26.165
20.473	26.051
20.473	25.853
20.473	25.853
20.218	25.74
20.87	25.74
21.549	25.627
21.946	25.627
20.473	25.627
21.266	25.513
22.087	25.513
21.946	25.74
21.549	25.627
22.087	25.74
22.2	25.853
22.2	25.853
22.484	25.938
22.767	25.938
22.484	26.051
22.342	26.051
21.691	26.25
21.946	26.25
21.804	26.25
21.153	26.25
20.615	26.363
20.615	26.25
20.36	26.25
19.822	26.25
19.926	26.165
20.077	26.25
19.68	26.363
19.171	26.363
18.916	26.476
19.567	26.476
18.774	26.561
19.425	26.674
19.171	26.674
18.519	26.759
19.425	26.759
19.567	26.759
20.473	26.759
20.87	26.759
20.615	26.674
20.36	26.561
20.077	26.561
20.473	26.476
20.36	26.25
20.36	26.165
20.077	26.051
19.963	25.853
19.425	25.74
19.284	25.429
19.171	25.202
19.029	25.117
19.029	25.004
19.68	24.891
19.425	24.777
19.171	24.692
19.029	24.579
18.519	24.579
19.425	24.579
20.615	24.579
19.425	24.692
19.029	24.692
19.963	24.692
20.077	24.777
20.36	24.777
20.218	24.777
19.425	24.777
19.68	24.891
19.963	25.004
19.425	25.004
19.68	25.004
19.029	25.117
18.661	25.004
18.40116667	25.004
18.264	24.891
18.264	24.777
18.264	24.777
18.519	24.692
18.378	24.777
18.519	24.692
18.661	24.579
18.916	24.579
18.916	24.579
18.661	24.579
19.425	24.579
19.425	24.579
19.963	24.579
20.36	24.466
19.68	24.466
19.822	24.466
19.567	24.381
19.68	24.381
19.171	24.268
19.171	24.268
18.519	24.154
18.378	24.069
18.01	23.956
18.264	23.843
17.613	23.758
17.5	23.645
17.245	23.645
18.01	23.645
17.755	23.645
17.5	23.645
17.868	23.758
18.123	23.758
18.661	23.758
18.123	23.843
18.774	23.843
19.425	24.069
19.822	23.956
20.077	24.069
20.36	23.956
20.218	23.956
19.68	23.956
19.567	23.843
20.077	23.843
19.029	23.758
19.171	23.758
18.519	23.645
18.661	23.56
17.755	23.446
18.01	23.333
17.103	23.446
18.01	23.248
17.358	23.333
16.99	23.333
17.358	23.333
17.358	23.333
17.245	23.333
17.5	23.446
18.264	23.56
18.01	23.645
18.01	23.758
19.171	23.843
19.425	23.843
19.425	23.956
19.171	23.956
19.029	24.069
19.68	24.069
19.567	24.069
18.916	24.069
18.01	23.956
17.245	25.429
17.245	25.513
17.358	25.429
17.103	25.315
17.613	25.202
17.245	25.117
17.103	24.891
16.339	24.692
17.868	24.466
17.5	24.381
18.519	24.154
18.264	23.956
19.029	23.843
20.473	23.843
19.029	23.758
20.218	23.843
21.011	23.758
21.011	23.645
21.266	23.956
21.266	24.381
20.218	24.268
20.473	24.154
19.963	24.154
19.822	24.154
19.963	23.956
18.916	23.843
18.264	23.758
17.5	23.645
17.868	23.446
17.613	23.446
16.99	23.333
17.103	23.248
16.849	23.333
17.103	23.446
17.245	23.56
18.123	23.645
17.613	23.758
18.519	23.956
19.029	24.154
19.567	24.381
19.425	24.579
20.218	24.777
19.822	24.692
19.425	24.777
19.822	24.777
19.68	24.777
19.425	24.692
19.029	24.579
18.916	24.381
18.378	24.154
17.868	24.069
17.755	23.956
17.613	23.645
17.755	23.56
17.755	23.446
17.613	23.333
17.245	23.446
17.358	23.333
17.358	23.333
17.613	23.333
18.661	23.333
18.123	23.446
18.916	23.56
19.42083333	23.645
19.567	23.758
19.284	23.758
18.916	23.843
19.822	23.843
19.567	23.843
18.774	23.843
18.774	23.843
18.01	23.843
18.519	23.758
17.5	23.56
17.5	23.446
17.358	23.333
17.245	23.333
16.735	23.248
17.103	23.248
16.96133333	23.248
16.735	23.248
16.849	23.248
17.358	23.248
17.103	23.333
17.5	23.446
17.245	23.446
17.755	23.446
18.264	23.56
17.868	23.446
18.916	23.56
19.029	23.446
19.425	23.446
18.264	23.446
18.661	23.333
18.01	23.248
18.519	23.135
18.01	23.022
17.613	23.022
17.245	22.823
16.849	22.823
16.339	22.738
16.339	22.54
16.849	22.54
16.339	22.54
16.226	22.427
16.24016667	22.314
16.339	22.427
16.48	22.427
16.849	22.427
16.99	22.54
16.849	22.625
18.123	22.738
18.968	22.823
19.171	22.937
18.519	23.248
18.01	23.56
17.613	23.645
18.519	23.956
18.519	23.758
17.245	23.758
17.5	23.56
17.613	23.135
16.48	22.823
16.735	22.625
16.339	22.427
16.735	22.314
16.594	22.031
16.48	22.031
16.594	21.917
16.9385	21.832
17.245	21.719
17.245	21.832
17.103	21.832
18.01	21.832
18.519	21.917
18.519	22.031
18.916	22.229
19.029	22.229
18.661	22.229
19.425	22.229
18.661	22.314
19.284	22.314
18.774	22.427
18.661	22.229
18.661	22.115
18.378	22.115
17.755	21.917
17.245	21.917
17.358	21.832
17.613	21.832
17.103	21.832
17.103	21.832
17.5	21.832
18.01	21.917
17.613	21.917
18.01	22.031
19.029	22.115
19.029	22.229
19.567	22.427
20.077	22.54
20.218	22.625
19.963	22.625
19.68	22.738
19.68	22.823
20.077	22.937
19.425	22.823
20.218	22.937
19.029	22.937
19.425	22.937
18.378	22.738
17.868	22.625
17.868	22.54
17.245	22.54
16.849	22.625
16.226	22.625
16.112	22.625
16.339	22.625
16.735	22.738
16.594	22.823
17.103	22.937
16.99	23.022
16.849	23.248
17.5	23.333
18.264	23.446
18.916	23.56
19.425	23.645
19.029	23.645
19.171	23.843
19.284	23.843
18.264	23.758
18.661	23.645
17.755	23.56
17.755	23.446
17.358	23.248
16.849	23.022
16.339	22.937
16.594	22.823
16.339	22.625
15.971	22.54
16.48	22.427
16.36183333	22.427
16.112	22.314
16.226	22.314
15.857	22.314
17.358	22.314
16.339	22.314
17.358	22.314
17.868	22.427
17.868	22.625
18.378	22.823
18.123	22.738
18.264	22.738
18.123	22.738
17.755	22.738
18.378	22.625
17.868	22.54
17.613	22.427
17.358	22.229
17.358	22.229
17.358	22.031
17.5	22.031
17.5	21.832
18.01	21.832
19.567	21.832
19.567	21.832
20.218	21.719
22.342	21.917
22.625	21.719
22.484	21.832
23.843	21.917
24.126	22.031
24.522	21.917
25.485	22.115
25.089	22.115
25.627	22.229
25.91	22.229
27.751	22.229
26.335	22.314
25.768	22.314
25.372	22.427
25.627	22.427
25.372	22.625
25.23	22.738
25.627	22.937
24.947	23.248
25.768	23.645
25.485	24.268
27.043	24.692
25.768	25.202
25.485	25.938
25.23	26.561
26.618	27.156
24.806	27.751
25.485	28.232
27.467	28.6
27.609	29.166
28.317	29.45
27.751	29.733
27.326	29.733
27.467	30.016
27.467	30.299
27.043	30.299
26.476	30.299
27.043	30.299
26.618	30.299
26.476	30.299
26.476	30.299
25.23	30.299
27.467	30.299
26.335	30.582
26.335	30.299
27.326	30.582
27.184	30.582
28.175	30.582
29.166	30.865
30.582	30.865
31.432	30.865
32.281	31.149
34.263	31.149
35.679	31.432
36.812	31.432
37.378	31.149
37.661	31.432
37.378	31.432
36.246	31.432
36.246	31.432
35.113	31.715
34.83	31.715
34.547	31.998
33.131	31.998
31.998	32.281
32.564	32.564
31.432	32.848
29.45	33.414
30.865	33.98
31.715	34.263
29.45	35.113
30.582	35.679
30.582	36.246
29.733	36.812
30.299	37.378
28.883	37.945
29.45	38.228
28.317	38.511
29.166	38.794
29.166	38.794
28.6	38.794
28.175	38.794
28.317	38.511
27.892	38.511
26.901	38.228
27.467	37.945
27.326	37.661
26.901	37.378
26.618	37.095
26.476	36.812
27.137	36.246
28.034	36.246
28.6	35.679
28.6	35.396
28.6	35.113
31.149	35.113
31.715	34.547
32.848	34.547
31.998	34.263
34.263	33.98
34.83	33.697
37.378	33.414
37.095	33.131
38.794	33.131
39.644	32.848
40.21	32.848
41.626	32.564
43.042	32.564
45.307	32.564
46.156	32.564
46.156	32.564
48.139	32.848
47.572	33.131
50.687	33.414
50.404	33.697
50.404	33.98
52.386	34.547
52.103	35.396
53.519	35.679
55.784	36.246
56.067	37.095
58.333	37.945
65.978	39.077
69.093	39.927
75.04	41.059
76.455	42.192
77.871	43.325
81.836	44.457
79.853	45.59
81.269	46.723
78.438	47.855
78.721	48.988
75.889	50.404
73.624	51.537
71.642	52.669
68.527	54.085
66.261	55.501
63.147	57.2
61.164	58.899
62.297	60.881
58.616	62.863
57.766	64.846
55.501	67.111
52.669	68.81
52.669	70.509
50.97	72.208
50.404	73.341
50.687	74.473
49.271	74.756
48.139	75.323
47.855	75.323
47.289	75.04
46.156	74.473
45.307	73.907
42.475	72.774
42.475	72.208
42.758	70.792
43.042	69.659
43.325	68.244
43.325	67.111
44.174	65.695
43.042	64.279
43.891	63.43
43.042	62.014
47.006	60.598
45.024	59.749
45.873	58.333
46.44	57.2
49.554	56.351
45.873	55.501
44.174	54.368
44.741	53.519
44.741	52.669
43.891	51.82
43.325	50.97
43.042	50.687
40.776	50.404
40.776	49.838
38.794	49.554
37.095	49.554
35.962	49.554
35.396	49.271
33.697	49.554
33.697	49.271
32.281	49.554
31.432	49.554
30.582	49.838
30.016	49.554
28.317	49.554
30.299	49.271
27.892	49.271
28.317	48.988
28.317	48.422
27.609	47.855
27.043	47.572
27.751	47.006
27.043	46.156
27.609	45.59
27.326	44.741
25.627	44.174
25.91	43.608
25.768	42.758
25.627	41.909
24.947	41.059
24.664	40.493
24.126	39.644
23.843	39.077
22.88	38.228
22.767	37.661
21.946	37.095
22.484	36.529
21.946	35.962
22.087	35.396
21.946	35.113
21.549	34.547
21.946	34.263
22.342	33.98
21.946	33.414
22.342	33.131
22.342	32.848
22.2	32.564
22.88	31.998
22.767	31.715
24.126	31.432
22.767	31.149
22.767	30.865
23.163	30.299
21.804	30.299
21.549	30.016
21.011	29.733
21.408	29.45
20.36	28.883
20.077	28.883
19.425	28.6
19.822	28.317
19.567	28.317
19.425	28.232
19.425	28.034
19.963	28.034
19.029	27.949
21.266	27.835
19.425	27.751
21.408	27.751
21.549	27.637
22.087	27.637
22.625	27.552
22.484	27.439
22.88	27.354
22.2	27.241
22.342	27.156
22.342	27.071
21.266	26.958
21.153	26.759
20.87	26.561
20.218	26.476
19.822	26.25
19.284	26.165
18.774	26.051
18.661	26.051
18.123	25.938
17.755	25.938
17.613	26.051
18.378	26.051
18.661	26.165
18.916	26.25
18.774	26.25
18.916	26.363
19.284	26.476
19.822	26.674
20.473	26.561
21.408	26.561
21.408	26.674
20.87	26.561
20.615	26.561
20.36	26.476
20.36	26.25
19.029	26.165
19.822	25.938
18.916	25.74
18.916	25.513
18.661	25.315
18.916	25.117
17.755	24.891
17.358	24.777
17.245	24.692
16.594	24.579
17.5	24.579
17.5	24.579
18.123	24.579
17.868	24.692
17.5	24.692
18.264	24.777
18.378	24.777
19.963	24.891
20.36	24.891
20.87	25.004
20.077	24.891
20.473	25.004
20.473	24.891
20.218	24.777
20.473	24.692
21.408	24.579
20.87	24.381
21.408	24.268
20.756	23.956
21.153	23.843
21.549	23.758
23.022	23.645
21.804	23.446
22.342	23.333
21.549	23.333
25.372	23.333
23.446	23.333
22.625	23.446
24.126	23.56
24.381	23.645
25.485	23.843
25.768	23.843
26.193	24.154
26.335	24.381
26.193	24.579
26.193	24.777
25.089	25.004
25.91	25.315
26.051	25.513
25.089	25.74
25.089	26.051
24.806	26.25
24.522	26.561
23.446	26.759
23.163	27.156
23.305	27.439
23.56	27.751
23.163	28.034
23.843	28.317
22.625	28.6
23.56	28.883
23.843	29.166
23.56	29.45
23.56	29.45
23.86666667	29.733
24.126	30.016
23.984	30.016
23.843	30.016
23.701	30.299
23.701	30.299
22.342	30.299
22.88	30.299
22.767	30.299
23.163	30.299
22.484	30.016
22.087	30.016
21.804	30.016
20.615	29.733
20.756	29.733
20.756	29.733
20.36	29.45
20.615	29.45
19.822	29.45
21.011	29.166
21.266	29.166
20.36	28.883
20.615	28.883
21.266	28.883
22.625	28.6
23.56	28.6
23.446	28.317
23.843	28.317
23.701	28.317
23.305	28.232
23.843	28.147
23.022	28.034
23.022	27.949
22.2	27.835
22.087	27.751
21.946	27.552
21.011	27.354
21.408	27.354
20.36	27.241
20.473	27.156
20.36	27.156
20.218	27.156
19.963	27.156
21.011	27.241
20.615	27.354
21.549	27.354
20.87	27.439
21.266	27.552
23.843	27.751
22.88	27.751
22.625	27.835
22.767	27.835
23.56	27.835
22.767	27.949
23.984	27.751
23.701	27.637
23.984	27.552
24.381	27.439
24.522	27.354
24.806	27.156
24.806	27.071
25.372	26.958
26.051	26.873
25.768	26.759
25.627	26.674
26.335	26.674
27.751	26.674
26.335	26.674
25.768	26.674
26.051	26.873
24.947	26.873
27.184	26.958
26.335	27.156
27.043	27.354
26.335	27.552
27.184	27.835
25.91	28.034
26.618	28.317
24.126	28.6
25.23	28.883
24.664	29.45
25.23	29.45
25.089	30.016
23.305	30.016
23.701	30.299
23.446	30.582
24.126	30.865
22.484	31.149
23.56	31.149
24.268	31.149
23.022	31.432
23.701	31.432
25.372	31.432
27.184	31.432
31.432	31.432
34.547	31.432
39.927	31.432
41.909	31.432
48.139	31.149
52.103	31.149
55.784	31.149
58.899	31.149
63.713	30.582
67.677	30.582
73.341	30.582
77.871	30.299
81.836	30.299
85.234	30.299
88.349	30.299
89.764	30.299
93.446	30.582
95.711	31.432
96.277	32.281
99.958	33.697
100.808	35.679
102.224	37.945
102.79	41.059
102.79	44.174
102.224	47.855
101.657	51.82
103.64	55.501
99.958	59.465
98.826	63.43
95.145	67.394
92.596	71.075
89.481	74.756
86.933	78.438
83.2045	81.553
79.287	84.667
76.172	87.216
72.774	89.764
69.376	92.03
64.279	93.729
59.749	95.428
60.315	96.56
59.182	97.693
55.501	98.259
53.802	98.826
51.537	98.826
45.873	98.826
46.156	97.976
44.741	96.844
43.042	96.56
43.042	95.428
41.059	93.729
41.059	92.313
39.644	90.614
39.36	88.632
37.095	86.65
36.246	84.101
34.83	81.836
34.547	79.853
32.564	77.305
