%%RSRT2	TDDT2
335.2628942	399.2675
344.0055461	402.099
351.7690981	407.763
358.4469348	410.594
363.9324405	414.8413333
368.119	419.089
370.8999977	421.921
372.8558715	427.584
374.5670596	430.416
376.614	436.079
379.5771306	438.911
383.1372851	444.574
386.975297	447.406
390.772	450.238
394.2082277	453.07
397.2584741	455.9019
399.8972335	458.7336
402.099	461.565
403.8382677	464.396
405.2632288	469.1153333
406.5220755	472.891
407.763	472.891
409.1341946	475.723
410.2921194	478.7972571
410.8932345	481.386
410.594	482.7614571
409.0508761	484.218
406.494746	487.05
403.1564929	489.881
399.267	489.881
395.0571505	492.713
390.4209981	495.7434474
385.2525967	498.6744211
379.446	501.208
372.8952618	503.0462632
365.8354623	504.04
358.5016816	504.04
351.129	506.872
343.9524976	509.703
336.8933679	509.703
329.8728042	510.836
322.812	512.8185
315.6321487	515.367
308.4449192	518.198
301.36198	518.7670049
294.495	518.198
287.9556479	517.6149706
281.6711879	518.198
275.5688839	521.1271716
269.576	523.862
263.6198003	523.862
257.7388542	523.862
251.971731	523.862
246.357	523.862
240.9332306	523.862
235.6989801	526.693
230.6528056	526.693
225.7932645	525.2775
221.1189139	523.862
216.628311	523.862
212.3200131	523.3403158
208.1925775	522.3714737
204.2445613	521.03
200.4745218	519.3904211
196.8810162	518.198
193.4626017	518.198
190.2178356	515.367
187.1452752	512.535
184.2434776	509.7035
181.511	506.872
178.9463998	504.04
176.5053582	498.376
174.1435568	495.545
171.8166768	489.881
169.4803998	484.218
167.090407	481.386
164.60238	475.723
161.972	470.06
159.1549485	464.396
156.1952043	455.901
153.136746	447.406
150.0235525	436.079
146.8996024	427.584
143.8088744	419.089
140.7953474	413.426
137.903	404.931
135.175811	396.436
132.671061	390.772
130.4460304	382.277
128.558	373.782
127.0642502	368.119
125.8444126	362.456
124.7781187	356.792
123.745	348.297
122.624688	342.634
121.3512234	336.97
119.8586471	331.307
118.081	325.644
115.9523228	319.98
113.5327852	314.317
110.8825571	308.654
108.0618082	302.99
105.1307083	297.327
102.1494271	291.663
99.1781344	286
96.277	281.753
93.50619365	276.939
90.87466997	272.691
88.39138361	267.594
86.06528919	263.063
83.90534135	258.533
81.92049473	253.719
80.11970396	248.905
78.51192366	244.374
77.10610849	239.844
75.91121306	235.879
74.93619202	231.065
74.19	226.535
73.68159163	222.287
73.40372078	217.473
73.34914131	212.659
73.51060709	207.279
73.88087199	200.766
74.45268986	195.953
75.21881457	189.723
76.172	184.059
77.305	178.396
76.172	173.016
77.022	168.202
79.57	163.388
78.154	159.141
80.137	155.176
82.119	151.212
83.252	147.531
83.818	144.133
84.667	140.452
85.8	137.903
86.366	135.071
85.8	132.806
86.366	130.541
85.8	128.558
85.8	127.143
85.517	125.16
82.402	124.028
81.836	123.178
81.553	122.329
78.721	120.63
75.04	117.232
73.057	113.267
69.943	109.586
68.527	105.905
64.279	102.507
63.996	99.958
61.448	97.41
60.881	95.33366667
58.333	93.729
58.333	92.596
58.333	91.18
57.2	89.481
56.634	88.632
57.766	87.782
56.917	86.366
57.766	84.667
57.483	83.535
56.067	82.119
56.634	80.42
57.483	79.004
58.899	77.305
58.899	75.889
56.917	74.19
56.917	72.774
56.917	71.358
57.2	70.226
57.483	68.527
56.917	67.394
54.935	66.261
55.501	65.412
55.218	64.279
54.085	63.713
54.652	62.58
54.085	62.014
52.669	61.731
52.952	61.164
54.652	60.881
53.802	60.4565
54.085	60.032
53.802	59.749
54.085	59.465
54.935	59.18183333
54.652	58.899
54.085	58.616
54.085	58.333
54.935	58.333
54.652	58.05
54.652	57.7665
53.802	57.483
54.085	57.2
53.802	56.917
52.669	56.917
51.82	56.634
51.537	56.19688571
49.838	55.784
48.422	55.57368571
49.838	55.501
48.139	55.501
47.289	55.501
47.289	55.218
47.855	54.935
46.723	54.935
48.422	54.652
48.139	54.652
49.554	54.368
48.988	54.21391228
50.404	54.085
50.687	53.87652632
50.97	53.66301754
51.82	53.519
51.82	53.519
50.97	53.236
49.554	52.669
50.404	52.103
50.687	51.82
48.705	51.82
48.139	51.44216667
48.705	50.97
47.572	50.687
46.723	50.404
46.723	50.121
45.59	50.07383333
46.156	50.121
46.156	50.121
46.156	49.838
46.44	49.838
45.873	49.838
45.873	49.838
46.44	49.838
45.59	49.838
46.156	49.838
46.156	49.838
47.289	49.838
47.289	49.554
48.422	49.554
48.422	49.271
48.422	49.271
48.139	48.988
46.723	48.705
46.156	48.37483333
45.873	48.139
45.307	48.139
45.307	47.855
43.608	47.855
43.325	47.572
43.325	47.289
42.475	47.289
42.475	47.289
42.192	47.006
41.909	47.006
42.475	47.006
43.042	46.86854286
43.042	46.723
43.042	46.69874286
42.758	46.723
43.325	46.723
43.891	46.44
45.307	46.44
43.042	46.44
43.608	46.44
43.891	46.34516667
42.758	46.156
43.325	45.873
42.475	45.7315
43.325	45.59
41.909	45.307
41.626	45.024
41.059	45.024
41.343	44.741
39.927	44.741
39.36	44.60305714
39.3034	44.457
39.5586	44.43265714
39.927	44.457
40.21	44.457
41.343	44.457
41.626	44.457
40.776	44.457
42.192	44.457
42.192	44.174
41.909	44.174
43.325	44.174
42.758	44.02845714
41.343	43.891
42.758	43.91525714
43.042	43.891
41.343	43.608
41.059	43.325
38.511	43.325
40.493	43.042
41.059	43.042
40.776	42.9
39.36	42.758
39.644	42.758
39.36	42.758
39.077	42.758
40.776	42.475
39.36	42.475
40.21	42.475
40.493	42.758
41.059	42.758
41.626	42.74982857
41.909	42.758
43.325	42.80702857
41.909	43.042
41.909	43.608
43.891	43.891
45.307	44.174
45.307	44.36316667
45.307	44.741
44.741	45.59
45.59	48.988
42.758	52.952
41.626	56.917
42.475	60.315
41.343	63.43
41.343	65.978
40.21	67.96
39.927	69.376
40.493	70.509
40.21	71.642
41.343	72.491
41.626	73.057
41.059	73.907
43.325	74.19
43.325	75.04
45.873	75.323
45.59	75.606
47.006	75.92375439
49.554	76.172
49.271	76.24647368
50.97	76.22164912
51.82	76.172
50.687	76.172
50.97	76.0305
51.537	75.889
50.404	75.889
49.271	75.323
49.271	75.04
51.537	75.04
49.838	74.756
49.838	74.66133333
50.121	74.756
49.838	75.04
47.855	75.323
48.139	75.55883333
47.855	75.889
47.289	76.455
47.855	76.739
47.289	77.305
46.723	77.588
46.156	77.871
46.44	78.438
45.307	78.721
45.307	79.004
44.457	79.004
44.174	79.23983333
44.457	79.57
42.758	79.853
43.042	79.85283333
41.909	79.853
41.626	80.137
41.343	79.854
39.644	78.721
40.21	76.455
38.228	72.774
37.945	69.093
38.228	65.412
39.36	61.731
38.228	58.616
37.945	56.351
39.36	54.085
38.228	52.669
38.794	50.97
38.511	49.838
39.36	48.988
39.644	47.855
40.21	47.006
40.776	46.44
39.644	45.873
39.927	45.307
39.927	44.741
38.511	44.457
38.228	43.608
38.511	43.325
38.794	43.042
37.945	42.475
37.661	42.192
37.661	41.909
36.246	41.626
37.661	41.343
36.246	41.059
35.962	41.059
36.246	41.059
37.095	40.776
35.962	40.493
36.812	40.44583333
36.812	40.493
37.095	40.493
37.378	40.493
37.661	40.21
38.228	40.21
38.228	40.21
40.493	40.21
37.661	40.21
37.945	40.21
37.095	40.21
37.378	40.21
36.812	39.927
38.228	39.644
35.679	39.644
36.246	39.36
35.113	39.36
35.396	39.077
35.113	39.077
34.263	38.794
34.547	38.794
34.263	38.6525
34.547	38.511
34.263	38.511
34.83	38.511
35.396	38.511
35.113	38.511
35.113	38.511
35.679	38.511
35.962	38.511
37.095	38.511
38.228	38.511
36.246	38.511
35.962	38.511
35.113	38.511
35.113	38.228
34.83	38.08666667
34.547	37.945
34.83	37.661
33.414	37.378
33.98	37.378
33.414	37.095
33.131	37.095
32.281	37.095
33.131	37.095
32.564	37.095
33.98	36.812
33.98	36.812
33.131	36.812
33.697	36.812
35.396	36.812
34.547	36.812
33.98	36.812
34.263	36.812
33.697	36.812
35.679	36.812
34.547	36.529
35.113	36.529
34.547	36.3875
34.547	36.246
31.998	36.246
32.281	35.962
32.848	35.962
31.998	35.679
31.432	35.679
31.715	35.396
31.715	35.396
31.998	35.396
31.998	35.53333824
32.848	35.679
32.281	35.70397059
33.414	35.679
33.414	35.67483824
33.414	35.679
33.98	35.679
34.547	35.679
35.113	35.679
34.547	35.679
34.547	35.679
34.547	35.679
33.697	35.679
33.98	35.679
35.113	35.679
33.131	35.679
32.848	35.679
32.848	35.396
33.414	35.396
32.281	35.396
32.848	35.396
33.131	35.396
33.697	35.396
33.697	35.396
34.263	35.396
34.263	35.396
34.547	35.396
35.113	35.679
35.396	35.72616667
35.679	35.679
36.812	35.679
35.962	35.962
37.661	35.962
38.794	35.962
38.228	35.962
38.228	35.962
38.794	35.962
38.228	35.962
37.661	35.962
38.228	35.962
37.661	35.962
36.529	35.962
36.529	35.962
35.113	35.962
34.83	35.962
33.697	36.246
34.547	36.246
34.263	36.246
33.697	36.529
34.263	36.529
34.263	36.812
33.414	37.095
33.697	37.095
33.414	37.378
33.414	37.56666667
34.263	37.661
34.547	37.661
34.547	37.945
35.113	37.945
35.396	37.945
35.113	37.945
34.547	37.945
33.131	37.945
33.697	37.945
33.131	37.661
32.281	37.661
31.432	37.378
30.865	37.378
30.582	37.095
30.016	37.095
28.883	36.812
28.6	36.529
29.166	36.529
29.733	36.246
29.733	36.246
31.432	36.246
30.582	36.246
31.432	35.962
31.715	35.962
32.564	35.962
33.131	35.962
33.414	35.679
32.848	35.679
33.414	35.679
32.848	35.396
33.697	35.396
32.564	35.113
33.697	34.83
32.848	34.547
33.131	34.547
32.281	34.263
33.414	33.98
33.8994	33.697
33.697	33.697
32.7666	33.697
31.998	33.414
32.281	33.414
32.848	33.414
33.131	33.697
33.697	33.697
32.848	33.98
32.848	33.98
33.414	34.263
32.848	34.263
33.131	34.547
32.848	34.547
32.281	34.83
32.848	34.9998
33.131	35.0847
31.715	35.113
32.281	35.113
32.564	35.113
31.998	35.113
31.715	35.113
30.865	35.113
31.432	35.113
31.149	35.113
31.432	35.113
31.715	35.113
31.149	35.113
30.582	35.113
31.715	35.396
32.564	35.396
33.697	35.396
35.679	35.396
35.962	35.34883333
37.661	35.396
37.378	35.679
39.927	35.396
41.343	35.396
41.626	35.396
41.059	35.113
41.626	35.113
41.059	34.9715
41.059	34.83
40.776	34.83
41.059	34.83
40.21	34.547
39.644	34.547
39.927	34.547
39.36	34.547
39.644	34.83
39.077	35.113
39.36	35.396
39.1334	35.679
38.8786	35.962
39.077	36.529
40.21	37.095
39.077	37.378
40.21	37.945
39.927	38.511
39.927	39.077
40.776	39.36
41.343	39.927
40.21	40.21
39.36	40.493
41.059	41.059
39.36	41.059
39.36	41.343
38.511	41.343
37.661	41.626
37.945	41.626
36.246	41.64958333
36.812	41.626
36.246	41.4845
35.962	41.343
36.246	41.31941667
35.679	41.343
35.962	41.343
35.962	41.343
36.812	41.343
35.962	41.343
35.962	41.343
36.529	41.343
36.246	41.343
36.246	41.343
36.812	41.39033333
37.661	41.343
35.962	41.059
37.095	41.059
35.113	41.059
34.83	40.776
33.414	40.6345
35.396	40.493
34.263	40.21
34.83	40.21
33.414	39.644
33.414	39.644
31.715	39.36
32.564	39.077
31.998	39.077
32.281	38.794
32.848	38.794
31.998	38.794
32.281	38.511
32.564	38.511
32.848	38.228
32.564	38.228
33.697	37.945
34.83	37.945
35.113	37.945
35.396	37.661
35.396	37.661
35.962	37.378
36.246	37.378
36.246	37.378
35.962	37.095
35.679	37.095
35.962	36.812
34.83	36.529
34.263	36.246
33.131	36.246
33.414	35.962
32.564	35.962
32.564	35.8205
31.715	35.679
31.432	35.679
31.715	35.962
32.281	35.962
32.281	36.246
31.432	36.246
31.715	36.529
31.715	36.529
32.281	36.812
32.848	36.812
32.564	36.9535
33.697	37.095
32.848	37.095
33.414	37.095
33.131	37.095
33.131	37.14216667
33.131	37.095
32.281	36.812
32.564	36.529
31.715	36.529
31.715	36.246
30.299	35.962
31.432	35.679
30.865	35.49033333
30.582	35.396
31.432	35.396
31.149	35.396
31.432	35.113
30.299	35.113
30.865	35.113
31.149	35.113
31.715	35.113
31.715	35.113
31.432	35.113
32.281	35.113
32.281	35.113
31.998	35.113
32.281	35.113
31.998	35.113
30.865	35.113
31.432	34.83
31.715	34.83
30.865	34.83
30.016	34.547
29.45	34.547
29.45	34.547
30.016	34.547
29.45	34.263
29.45	34.263
28.883	34.263
30.299	34.263
31.149	34.263
29.733	34.263
31.432	34.263
30.865	34.263
30.865	34.263
30.582	34.263
31.715	34.263
31.432	34.263
31.715	34.263
31.998	34.263
32.564	34.263
31.998	34.1215
31.998	33.98
32.564	33.98
32.564	33.98
31.149	33.414
31.432	33.414
31.998	33.414
31.715	33.131
31.715	33.131
32.564	33.131
33.131	33.131
33.414	33.131
35.113	33.131
36.246	33.414
37.378	33.414
37.945	33.414
37.661	33.697
39.36	33.697
39.927	33.697
39.644	33.98
41.059	33.98
40.776	34.263
39.927	34.263
39.077	34.263
38.511	34.547
37.661	34.547
37.661	34.547
36.529	34.83
35.679	35.113
35.113	35.113
33.98	35.396
32.848	35.679
32.848	35.962
32.281	36.246
31.998	36.529
31.998	37.095
32.564	37.661
32.281	37.945
31.998	38.228
31.998	38.794
31.998	39.077
32.281	39.36
31.998	39.36
32.564	39.644
31.998	39.644
