%%LOLT2	CRKT2
450.238	478.555
450.238	478.555
450.238	478.555
450.238	478.555
450.238	478.555
453.07	478.555
450.238	478.555
453.07	478.555
453.07	478.555
453.07	481.386
453.07	481.386
453.07	481.386
453.07	481.386
453.07	481.386
453.07	481.386
453.07	481.386
453.07	481.386
453.07	481.386
453.07	481.386
453.07	481.386
450.238	484.218
453.07	481.386
453.07	481.386
450.238	484.218
450.238	481.386
450.238	481.386
450.238	484.218
450.238	481.386
450.238	481.386
450.238	481.386
447.406	481.386
450.238	481.386
447.406	481.386
447.406	478.555
447.406	478.555
444.574	478.555
444.574	478.555
444.574	478.555
441.743	478.555
441.743	478.555
441.743	478.555
441.743	475.723
438.911	475.723
438.911	475.723
438.911	475.723
436.079	475.723
436.079	472.891
436.079	472.891
433.248	472.891
430.416	470.06
430.416	470.06
430.416	470.06
427.584	470.06
424.753	468.644
424.753	467.228
421.921	467.228
421.921	467.228
419.089	467.228
419.089	464.396
416.258	464.396
416.258	461.565
413.426	461.565
410.594	458.733
410.594	458.733
407.763	458.733
404.931	458.733
404.931	455.901
402.099	455.901
402.099	453.07
399.267	453.07
396.436	450.238
396.436	450.238
393.604	447.406
390.772	447.406
390.772	447.406
387.941	444.574
387.941	444.574
385.109	441.743
382.277	441.743
382.277	438.911
379.446	436.079
376.614	436.079
376.614	433.248
373.782	433.248
373.782	433.248
370.951	430.416
368.119	427.584
365.287	424.753
362.456	424.753
362.456	421.921
359.624	419.089
356.792	419.089
356.792	416.258
353.961	416.258
351.129	413.426
348.297	410.594
345.465	407.763
342.634	407.763
339.802	404.931
336.97	404.931
336.97	402.099
331.307	399.267
328.475	399.267
325.644	396.436
325.644	393.604
322.812	390.772
319.98	387.941
317.149	385.109
314.317	385.109
311.485	382.277
308.654	379.446
305.822	376.614
302.99	373.782
302.99	373.782
300.159	370.951
297.327	368.119
294.495	365.287
291.663	362.456
291.663	359.624
288.832	356.792
288.832	353.961
286	351.129
286	351.129
283.168	348.297
283.168	345.465
281.753	342.634
280.62	339.802
279.487	339.802
278.355	336.97
277.505	334.139
276.372	331.307
275.24	331.307
274.39	328.475
274.107	325.644
272.974	322.812
272.691	322.812
271.842	319.98
270.709	319.98
269.86	317.149
269.86	317.149
269.293	314.317
268.161	311.485
267.028	311.485
267.311	308.654
266.462	308.654
264.762	308.654
264.762	305.822
264.196	305.822
264.479	302.99
263.63	302.99
262.497	302.99
262.497	300.159
262.214	300.159
261.931	300.159
261.648	297.327
261.081	297.327
260.798	294.495
259.382	294.495
259.382	294.495
259.665	294.495
258.816	291.663
258.533	291.663
257.966	291.663
257.966	288.832
257.117	288.832
257.117	288.832
256.834	288.832
256.834	288.832
255.701	286
254.568	286
253.719	286
252.869	286
252.303	283.168
250.604	283.168
250.321	282.885
249.188	282.319
247.489	281.469
246.073	280.903
245.224	280.054
243.525	280.054
242.675	278.921
241.26	277.788
240.127	277.788
238.711	276.372
237.861	275.24
237.012	274.673
236.162	273.541
234.747	272.974
234.18	272.408
233.331	270.992
231.632	269.86
230.782	267.311
231.065	267.594
230.499	265.612
229.083	264.479
229.083	263.347
228.517	262.497
228.234	261.081
227.667	260.232
227.667	258.25
226.818	257.683
226.252	255.701
226.252	254.852
224.836	253.436
224.836	253.153
224.836	251.737
224.553	250.038
223.703	250.321
223.986	248.905
223.42	248.056
223.42	247.772
222.287	246.923
222.57	246.357
222.004	244.941
222.004	243.242
221.721	243.808
220.588	242.675
219.739	242.109
220.022	241.826
219.172	241.826
217.757	240.41
216.907	239.56
216.058	239.56
214.925	238.994
214.925	238.145
213.226	238.428
211.81	236.729
210.111	236.446
208.978	236.446
208.129	235.596
206.147	235.03
204.731	233.614
203.315	231.915
203.032	232.764
200.483	231.349
199.917	230.216
198.218	229.65
197.085	228.517
195.386	226.252
194.537	225.968
193.121	224.553
190.856	222.854
189.723	222.57
187.741	220.871
186.608	219.739
184.909	218.606
183.776	216.341
182.644	214.925
181.228	213.509
180.095	212.376
178.679	211.81
177.547	209.828
175.564	207.846
174.998	206.713
173.865	204.448
173.016	203.315
171.6	201.899
170.467	199.351
169.335	198.501
168.485	195.953
167.069	195.103
166.22	194.254
165.087	192.271
164.521	190.572
163.671	190.572
162.822	188.873
162.256	186.608
161.406	186.608
161.123	184.909
160.273	184.626
159.424	183.21
159.707	182.077
158.857	180.945
158.857	180.378
158.291	179.246
158.008	178.679
157.158	178.396
157.725	177.263
157.158	176.697
156.309	175.848
155.743	175.848
156.026	174.715
155.459	173.016
155.459	172.45
155.176	171.6
154.61	171.317
154.893	171.6
154.044	171.034
153.76	171.317
153.477	171.034
153.194	170.467
152.628	169.618
152.628	170.751
152.061	171.034
151.212	170.751
150.929	170.751
150.929	170.467
150.362	167.353
149.796	169.335
149.513	168.202
148.947	168.202
148.947	168.202
148.663	166.22
148.38	165.937
148.38	165.37
147.814	164.804
147.814	163.671
148.097	162.822
147.814	162.256
147.814	161.972
148.097	160.84
148.38	160.273
148.38	159.424
148.947	159.707
148.663	158.291
149.23	158.574
149.23	158.008
149.23	157.442
149.513	156.875
149.513	157.158
149.23	156.592
148.947	156.592
149.513	156.026
148.947	155.743
148.38	156.026
148.097	155.176
147.814	155.459
146.398	154.893
145.265	155.743
144.416	154.893
143.283	154.893
142.151	154.61
141.018	154.893
139.602	154.327
138.469	153.76
136.204	155.176
134.788	153.76
132.523	153.76
131.107	152.628
129.974	152.628
129.125	151.778
127.143	151.778
125.444	149.513
123.461	150.079
122.046	148.663
120.347	146.964
118.648	146.964
117.515	145.549
115.816	144.133
114.4	143
112.984	142.151
111.568	140.735
110.436	138.186
109.02	137.337
107.887	136.487
106.188	134.505
104.772	132.806
103.923	131.956
102.224	129.691
101.374	127.709
99.675	126.859
98.826	126.01
98.259	125.16
97.41	122.329
96.277	120.63
95.428	119.497
94.861	118.648
94.012	118.648
93.162	115.25
92.313	115.533
91.747	112.701
90.614	110.719
90.331	110.719
89.764	109.303
88.632	109.303
88.065	107.604
87.782	105.339
86.65	103.923
86.366	104.489
85.8	103.923
85.234	102.79
84.667	101.374
84.101	101.091
83.535	98.543
82.968	97.693
82.402	96.844
81.836	96.277
81.269	96.277
80.42	94.578
80.42	94.295
80.137	93.446
79.57	92.596
79.004	91.18
79.004	90.897
78.438	89.198
77.871	89.481
77.588	88.349
77.022	87.499
76.739	86.933
76.455	85.234
76.172	84.951
75.889	84.384
75.606	84.384
75.323	84.101
75.04	83.535
74.473	81.553
74.473	81.553
74.473	80.703
74.19	80.986
73.907	80.986
73.907	79.853
73.624	79.287
72.774	79.004
73.341	79.004
73.341	77.588
72.774	78.438
72.774	76.455
72.774	77.305
72.774	77.305
72.774	75.606
72.774	76.455
72.774	75.606
72.774	75.606
72.774	75.606
73.057	75.323
73.341	75.323
73.341	73.624
73.907	74.756
74.19	75.606
74.473	74.756
74.756	74.473
75.323	74.473
75.323	74.473
75.606	73.057
76.172	72.774
76.172	72.774
76.739	73.057
77.022	73.057
77.305	73.624
77.305	73.057
77.588	73.624
77.588	74.473
77.588	73.624
77.588	74.756
77.588	73.624
77.305	73.624
77.305	75.606
77.305	73.057
77.022	75.606
76.455	74.756
76.455	75.323
76.172	76.172
75.889	76.172
75.606	76.455
75.323	76.172
75.04	76.739
74.756	76.455
74.473	76.455
74.19	76.172
73.907	76.455
73.624	76.455
73.057	76.172
72.774	76.739
72.491	74.473
72.208	76.455
71.925	76.739
71.642	75.606
71.358	75.323
70.792	75.606
70.792	74.756
70.792	74.756
70.509	75.323
70.509	74.473
70.226	74.473
70.509	73.624
70.226	74.473
70.509	73.057
70.792	72.208
71.358	72.774
71.642	71.075
72.208	71.358
73.057	71.925
73.624	70.792
75.04	70.792
75.606	70.792
76.172	70.792
77.022	70.792
77.871	70.226
78.438	69.376
79.004	68.527
79.853	70.792
80.137	71.075
80.986	71.075
81.269	70.792
81.836	71.075
82.119	72.208
82.968	71.925
82.968	71.925
83.535	72.774
83.818	71.925
84.101	73.057
84.101	74.756
84.667	75.323
84.667	75.323
84.667	76.455
85.234	76.455
85.234	78.154
85.8	78.154
85.8	79.853
85.8	80.137
86.083	80.703
85.8	79.004
86.083	80.137
86.083	81.836
86.366	81.836
86.083	81.836
86.366	81.836
86.083	83.535
86.083	83.252
86.366	84.101
86.366	83.252
86.366	84.101
86.366	84.101
86.366	84.101
86.366	84.384
86.083	84.951
86.083	84.384
86.366	84.951
85.8	85.234
86.083	84.384
86.366	84.951
86.366	84.951
85.8	85.8
86.366	86.083
86.65	86.083
86.933	85.234
86.65	84.951
86.366	85.234
86.366	86.083
86.65	84.951
86.366	86.65
86.366	86.933
86.083	86.65
86.366	84.101
86.366	86.083
86.083	84.951
86.366	86.933
86.366	86.083
86.366	86.933
86.366	86.933
86.366	87.499
86.366	86.083
86.366	86.933
86.366	85.8
86.65	85.234
86.366	85.8
86.65	84.951
86.65	86.933
86.366	86.65
86.366	86.083
86.65	86.933
86.366	86.933
86.65	86.083
86.65	86.65
86.65	86.933
86.933	87.499
87.216	85.8
87.782	86.933
88.632	85.8
90.048	86.933
91.747	86.083
93.729	86.933
96.844	86.65
101.657	86.933
107.321	87.499
114.4	86.933
121.762	86.933
130.824	87.499
140.168	87.499
149.513	86.65
158.857	88.349
168.485	90.048
177.83	92.03
186.608	92.879
195.953	95.994
205.014	97.976
213.792	103.073
222.57	105.339
229.933	111.285
237.861	113.551
244.941	120.913
252.586	126.01
259.665	131.39
264.762	138.753
271.275	145.265
276.656	153.76
282.602	162.256
288.832	169.052
294.495	177.547
300.159	184.909
305.822	192.838
308.654	202.182
314.317	209.261
319.98	218.04
322.812	225.119
328.475	231.349
331.307	239.277
336.97	249.755
339.802	254.285
345.465	262.78
348.297	269.86
351.129	275.523
353.961	281.753
356.792	288.832
359.624	294.495
362.456	300.159
365.287	305.822
368.119	311.485
370.951	314.317
376.614	319.98
376.614	322.812
379.446	328.475
385.109	334.139
387.941	336.97
387.941	342.634
390.772	345.465
393.604	348.297
396.436	353.961
399.267	356.792
402.099	365.287
404.931	368.119
404.931	370.951
407.763	376.614
410.594	379.446
413.426	382.277
416.258	385.109
419.089	387.941
419.089	393.604
421.921	393.604
424.753	396.436
427.584	402.099
430.416	402.099
430.416	404.931
433.248	407.763
436.079	410.594
438.911	413.426
438.911	416.258
441.743	416.258
444.574	419.089
447.406	421.921
450.238	424.753
450.238	427.584
453.07	429.0554412
455.901	430.416
458.733	432.9143529
461.565	436.079
461.565	439.4384412
464.396	441.743
467.228	441.743
470.06	444.574
470.06	447.406
472.891	453.07
472.891	453.07
478.555	454.176
478.555	455.901
481.386	457.758
484.218	459.73025
487.05	461.801
487.05	463.9535
489.881	466.171
492.713	468.43675
492.713	470.734
495.545	473.046
498.376	475.356
498.376	477.64725
501.208	479.903
501.208	482.1065
504.04	484.241
506.872	486.28975
509.703	488.236
509.703	490.063
512.535	491.754
512.535	493.29225
515.367	494.661
518.198	495.8435
518.198	496.823
521.03	497.58275
523.862	498.106
523.862	498.376
526.693	498.376
529.525	501.208
529.525	501.208
529.525	501.208
532.357	504.04
532.357	504.04
535.188	506.872
538.02	509.703
538.02	509.703
540.852	509.703
540.852	512.535
543.683	512.535
543.683	512.535
546.515	515.367
546.515	515.367
549.347	518.198
549.347	518.198
552.178	521.03
552.178	521.03
555.01	523.862
555.01	523.862
557.842	523.862
557.842	523.862
557.842	526.693
560.674	529.525
560.674	529.525
563.505	529.525
563.505	532.357
563.505	532.357
566.337	535.188
566.337	535.188
569.169	538.02
569.169	538.02
572	538.02
572	538.02
572	540.852
572	540.852
574.832	540.852
574.832	543.683
577.664	543.683
577.664	543.683
577.664	546.515
577.664	546.515
580.495	546.515
580.495	549.347
580.495	549.347
583.327	549.347
583.327	549.347
583.327	552.178
583.327	552.178
586.159	552.178
586.159	552.178
586.159	555.01
586.159	555.01
588.99	555.01
588.99	555.01
588.99	557.842
588.99	557.842
588.99	557.842
591.822	560.674
591.822	557.842
591.822	560.674
591.822	560.674
594.654	560.674
594.654	563.505
591.822	563.505
594.654	563.505
594.654	563.505
594.654	563.505
594.654	563.505
594.654	566.337
594.654	566.337
594.654	566.337
594.654	566.337
594.654	569.169
594.654	566.337
594.654	569.169
594.654	569.169
594.654	569.169
594.654	569.169
594.654	569.169
594.654	569.169
591.822	569.169
591.822	569.169
591.822	569.169
591.822	569.169
591.822	572
591.822	572
588.99	572
588.99	572
588.99	572
588.99	572
591.822	572
588.99	574.832
591.822	574.832
591.822	577.664
591.822	580.495
594.654	580.495
594.654	583.327
591.822	583.327
594.654	586.159
594.654	586.159
594.654	586.159
594.654	588.99
597.485	588.99
597.485	588.99
594.654	591.822
594.654	591.822
594.654	591.822
594.654	591.822
594.654	591.822
591.822	594.654
591.822	591.822
591.822	594.654
588.99	594.654
588.99	594.654
588.99	594.654
588.99	597.485
586.159	597.485
586.159	597.485
583.327	597.485
583.327	597.485
583.327	597.485
583.327	597.485
580.495	597.485
580.495	597.485
580.495	597.485
577.664	597.485
577.664	600.317
574.832	597.485
577.664	600.317
574.832	600.317
574.832	597.485
574.832	597.485
574.832	597.485
572	597.485
572	597.485
572	594.654
572	594.654
569.169	591.822
569.169	591.822
569.169	591.822
569.169	591.822
569.169	588.99
569.169	588.99
566.337	586.159
569.169	586.159
566.337	586.159
566.337	583.327
566.337	583.327
566.337	583.327
566.337	580.495
566.337	580.495
566.337	580.495
566.337	580.495
566.337	577.664
566.337	577.664
566.337	577.664
566.337	574.832
566.337	574.832
563.505	574.832
566.337	574.832
566.337	574.832
566.337	574.832
566.337	572
566.337	572
566.337	572
566.337	572
566.337	572
566.337	572
566.337	572
566.337	569.169
566.337	569.169
566.337	569.169
569.169	569.169
569.169	569.169
569.169	569.169
569.169	569.169
569.169	569.169
569.169	569.169
569.169	569.169
569.169	569.169
569.169	569.169
569.169	569.169
572	569.169
572	566.337
572	569.169
572	569.169
572	569.169
572	569.169
572	569.169
572	569.169
572	569.169
572	569.169
572	569.169
574.832	569.169
572	569.169
572	569.169
574.832	569.169
572	569.169
574.832	569.169
574.832	569.169
574.832	569.169
574.832	569.169
574.832	569.169
577.664	569.169
577.664	569.169
577.664	569.169
577.664	566.337
574.832	566.337
577.664	566.337
577.664	569.169
577.664	566.337
577.664	566.337
577.664	566.337
577.664	566.337
577.664	566.337
577.664	566.337
577.664	566.337
580.495	566.337
580.495	566.337
580.495	566.337
580.495	566.337
580.495	566.337
580.495	566.337
580.495	566.337
583.327	566.337
583.327	566.337
583.327	566.337
583.327	569.169
583.327	566.337
583.327	566.337
583.327	566.337
583.327	566.337
583.327	569.169
583.327	569.169
583.327	566.337
583.327	566.337
583.327	566.337
583.327	566.337
583.327	566.337
583.327	566.337
583.327	566.337
583.327	566.337
583.327	566.337
583.327	566.2444738
583.327	566.337
583.327	566.8921569
583.327	567.6935033
583.327	568.5245981
583.327	569.169
580.495	569.4102678
580.495	569.3937748
580.495	569.2648944
580.495	569.169
580.495	569.2514648
580.495	569.3722874
577.664	569.3914663
577.664	569.169
574.832	568.564887
574.832	567.7665605
574.832	566.9614537
572	566.337
572	566.0806325
572	566.0740465
569.169	566.1989373
566.337	566.337
566.337	566.36993
563.505	566.3476349
563.505	566.3200224
560.674	566.337
557.842	566.4484755
557.842	566.5531599
555.01	566.5497644
552.178	566.337
549.347	565.8135779
546.515	565.0920615
543.683	564.2850144
540.852	563.505
535.188	562.8645819
532.357	562.2530695
529.525	561.5597724
526.693	560.674
521.03	559.4850618
518.198	558.0840326
512.535	556.5619871
506.872	555.01
501.208	553.519146
498.376	552.0827869
492.713	550.6942843
487.05	549.347
481.386	548.0342957
475.723	546.694105
470.06	545.2643619
464.396	543.683
458.733	541.8879531
453.07	539.8759509
450.238	537.6437233
444.574	535.188
436.079	532.5055108
433.248	529.6727108
427.584	526.7660555
419.089	523.862
413.426	521.0369996
410.594	518.2409214
402.099	515.4236325
399.267	512.535
393.604	509.5248911
387.941	506.2543352
382.277	502.5843617
379.446	498.376
373.782	493.4902795
368.119	488.3058037
362.456	483.2011761
356.792	478.555
353.961	474.7458789
348.297	471.3793283
342.634	468.0608635
339.802	464.396
334.139	459.9902531
328.475	455.0682516
322.812	449.8546243
317.149	444.574
314.317	439.4510074
308.654	434.4581646
302.99	429.5679894
300.159	424.753
294.495	419.9857142
291.663	415.1622243
286	410.1786222
281.753	404.931
277.505	399.3154499
273.258	393.5335486
269.86	387.7868731
265.612	382.277
262.78	377.2055062
259.382	372.3558617
256.267	367.5115363
252.586	362.456
249.188	356.9727227
246.073	351.2462599
243.242	345.4611672
240.127	339.802
237.295	334.4533139
235.03	329.3860946
232.198	324.571328
229.65	319.98
227.101	315.5830963
223.986	311.3237238
222.004	307.1449894
219.739	302.99
216.907	298.8018625
214.359	294.5767208
212.376	290.3107186
209.545	286
206.996	281.6407087
204.448	277.2784049
201.899	272.9586486
199.634	268.727
197.652	264.6290191
195.386	260.6662977
192.271	256.8404274
190.289	253.153
187.741	249.6056072
185.192	246.1455854
183.21	242.7202709
180.095	239.277
178.113	235.7631091
175.281	232.2287309
173.582	228.7239982
171.6	225.2990436
169.618	222.004
167.069	218.889
165.37	216.058
162.822	213.792
161.123	210.96
159.141	208.129
156.875	205.297
155.176	202.465
152.911	199.634
151.212	198.218
149.23	194.82
147.248	191.988
144.982	190.856
143.566	188.024
141.867	185.192
139.036	182.36
137.337	179.246
135.921	177.547
133.656	174.715
131.956	173.865
130.541	171.6
129.408	168.485
128.275	166.786
126.01	165.654
124.028	163.388
122.046	161.972
120.913	161.123
119.214	158.857
117.515	155.743
116.382	153.76
115.25	152.345
113.551	149.796
112.418	149.513
111.285	147.814
110.153	145.265
108.737	144.982
107.887	143
106.471	141.018
105.622	139.319
104.206	136.487
102.79	135.921
102.224	133.656
101.657	132.806
100.525	131.107
99.675	129.691
98.826	126.859
97.693	127.143
97.41	126.01
96.844	124.594
95.994	124.311
95.145	124.028
94.861	122.046
94.295	122.046
93.446	119.214
92.596	119.214
92.313	119.214
91.463	117.798
91.18	116.665
90.614	114.966
90.331	116.382
89.764	113.834
89.198	113.834
88.915	112.701
88.065	112.701
87.782	111.285
87.499	111.285
86.933	110.153
86.65	110.153
86.366	109.303
86.366	108.737
85.8	108.737
85.517	107.604
85.517	107.321
85.234	106.188
84.951	106.188
84.667	105.339
84.667	105.055
84.667	105.055
84.101	104.206
84.384	105.055
84.667	105.339
84.384	107.604
85.234	109.303
85.8	115.25
86.933	126.859
87.499	137.054
88.065	148.663
88.632	161.972
89.481	172.733
90.614	183.21
92.03	192.271
94.012	199.634
95.994	209.545
97.41	216.341
98.826	223.986
99.958	230.499
101.091	234.747
101.941	240.127
102.507	242.392
103.073	246.357
103.64	249.471
103.923	253.436
104.206	257.4
103.923	263.913
103.923	267.594
103.923	273.258
104.206	278.071
104.206	283.168
104.772	286
104.772	288.832
105.055	288.832
105.905	288.832
106.471	288.832
107.321	288.832
107.887	286
108.17	281.753
109.586	280.054
110.719	275.806
111.285	271.559
112.418	265.895
113.551	262.497
114.683	257.683
115.816	252.303
117.232	246.923
118.364	240.127
120.063	236.729
121.479	231.915
123.178	227.951
124.877	223.137
127.426	217.757
129.125	215.774
131.107	210.96
133.372	208.412
135.921	204.731
137.903	202.182
141.018	198.501
143.283	196.802
145.832	193.121
147.814	191.139
150.646	189.44
152.911	187.174
155.459	187.174
158.291	185.758
160.557	184.909
163.105	186.042
165.37	183.776
167.636	184.343
169.901	185.475
171.6	185.758
173.865	186.042
175.848	188.024
177.83	190.572
179.529	191.422
181.228	193.687
184.343	195.103
185.758	196.802
187.458	199.351
189.157	199.634
190.572	203.315
191.988	205.863
193.687	207.279
195.103	210.111
197.085	212.376
198.218	215.491
199.634	218.323
201.05	220.305
203.315	222.854
203.881	226.535
204.448	233.048
204.731	233.897
205.863	232.481
206.147	237.295
205.863	239.277
205.863	240.693
205.863	244.658
205.297	246.073
204.731	249.755
204.164	250.321
203.598	252.586
203.315	253.436
202.182	255.701
201.05	257.683
200.2	260.232
199.634	260.798
198.784	260.798
198.218	263.063
196.802	263.347
196.802	262.497
196.236	264.479
195.669	265.612
196.519	265.895
197.085	266.462
197.085	267.028
198.784	269.293
199.917	270.709
201.333	272.691
203.881	273.824
206.147	276.656
209.545	278.921
212.659	282.319
215.774	286
219.739	288.832
223.703	294.495
227.667	297.327
231.915	302.99
235.03	308.654
238.994	311.485
241.826	317.149
245.507	319.98
248.622	325.644
251.737	331.307
254.568	334.139
257.966	339.802
261.081	342.634
263.63	345.465
266.462	348.297
269.576	353.961
272.974	356.792
275.523	359.624
278.355	362.456
281.186	365.287
283.168	368.119
288.832	370.951
291.663	373.782
294.495	376.614
297.327	379.446
300.159	382.277
302.99	385.109
305.822	385.109
305.822	387.941
308.654	390.772
314.317	393.604
317.149	393.604
317.149	396.436
322.812	396.436
325.644	396.436
325.644	396.436
328.475	399.267
331.307	399.267
334.139	402.099
336.97	402.099
339.802	402.099
342.634	402.099
345.465	402.099
345.465	402.099
348.297	404.931
351.129	404.931
353.961	404.931
356.792	404.931
356.792	404.931
359.624	407.763
359.624	407.763
362.456	407.763
365.287	407.763
365.287	410.594
368.119	410.594
368.119	413.426
370.951	413.426
370.951	413.426
370.951	416.258
373.782	416.258
376.614	419.089
376.614	421.921
376.614	421.921
379.446	421.921
379.446	424.753
379.446	424.753
382.277	427.584
382.277	427.584
382.277	427.584
382.277	430.416
382.277	430.416
385.109	433.248
385.109	433.248
385.109	436.079
385.109	436.079
387.941	438.911
387.941	438.911
385.109	438.911
387.941	441.743
387.941	441.743
387.941	441.743
387.941	444.574
387.941	444.574
387.941	444.574
387.941	444.574
387.941	447.406
387.941	447.406
387.941	447.406
390.772	447.406
387.941	450.238
387.941	450.238
387.941	450.238
390.772	450.238
387.941	450.238
387.941	450.238
387.941	450.238
387.941	450.238
387.941	450.238
387.941	450.238
387.941	450.238
385.109	453.07
385.109	450.238
385.109	450.238
385.109	450.238
385.109	450.238
385.109	450.238
382.277	450.238
382.277	450.238
382.277	450.238
382.277	450.238
379.446	450.238
379.446	447.406
379.446	447.406
379.446	447.406
376.614	447.406
376.614	447.406
376.614	447.406
376.614	450.238
376.614	453.07
382.277	458.733
387.941	467.228
393.604	475.723
399.267	484.218
404.931	492.713
413.426	504.04
421.921	512.535
427.584	523.862
430.416	546.515
433.248	569.169
436.079	586.159
438.911	603.149
441.743	617.307
441.743	628.634
441.743	639.961
441.743	648.456
444.574	656.951
444.574	668.278
444.574	673.941
441.743	679.604
441.743	688.099
438.911	693.763
436.079	696.594
433.248	702.258
427.584	705.089
424.753	707.921
421.921	710.753
416.258	713.584
413.426	713.584
407.763	716.416
404.931	716.416
399.267	716.416
396.436	716.416
393.604	716.416
387.941	716.416
385.109	716.416
379.446	713.584
376.614	713.584
373.782	710.753
370.951	707.921
365.287	702.258
362.456	699.426
359.624	696.594
353.961	690.931
351.129	685.268
348.297	682.436
342.634	676.773
339.802	671.109
336.97	665.446
334.139	659.782
331.307	654.119
328.475	648.456
325.644	639.961
322.812	634.297
319.98	628.634
317.149	622.971
314.317	614.476
311.485	611.644
308.654	603.149
308.654	597.485
302.99	588.99
302.99	583.327
300.159	577.664
297.327	572
297.327	563.505
294.495	557.842
291.663	549.347
288.832	543.683
288.832	538.02
286	529.525
283.168	523.862
281.753	518.198
279.77	509.703
277.222	504.04
275.523	498.376
273.541	492.713
271.559	487.05
269.576	481.386
266.745	475.723
264.762	470.06
263.063	464.396
260.232	458.733
258.25	453.07
255.701	447.406
252.869	444.574
250.887	438.911
248.622	433.248
245.79	427.584
243.808	424.753
241.826	419.089
239.56	416.258
237.295	410.594
235.596	404.931
233.614	399.267
231.632	393.604
229.65	390.772
229.083	385.109
226.818	382.277
225.402	376.614
223.986	373.782
222.287	368.119
221.438	365.287
220.588	359.624
219.172	356.792
218.606	351.129
216.624	348.297
216.624	345.465
215.208	339.802
214.642	336.97
214.075	334.139
212.659	328.475
212.376	325.644
210.394	322.812
210.394	319.98
208.695	314.317
208.129	311.485
207.562	308.654
206.713	305.822
205.297	302.99
204.731	300.159
202.465	297.327
201.899	294.495
200.766	291.663
199.351	288.832
198.784	286
197.652	283.168
196.236	281.469
195.953	279.487
194.82	276.939
193.121	274.107
191.422	272.408
190.572	269.576
189.44	267.594
188.59	265.329
186.608	262.78
186.325	259.949
184.909	257.683
183.776	255.135
182.644	253.436
181.511	251.454
180.661	248.339
179.812	247.206
178.396	244.941
177.263	241.826
176.414	241.543
174.998	238.711
173.865	235.596
173.582	235.313
172.45	233.048
171.317	230.782
170.751	229.366
169.335	227.384
169.052	224.553
168.768	223.42
167.636	221.721
166.786	220.588
166.22	218.889
165.937	218.606
164.521	216.624
164.521	215.491
163.955	212.376
163.671	212.376
162.822	210.96
162.256	209.261
161.972	208.129
161.123	206.147
160.557	205.014
159.99	204.731
159.141	202.749
158.574	201.899
157.725	201.616
156.875	200.2
156.026	199.634
155.459	199.067
154.327	196.519
153.477	196.519
152.345	196.802
151.778	196.519
150.646	195.669
149.513	193.97
148.663	193.97
147.248	194.254
146.115	192.555
145.265	192.271
144.416	191.139
143	190.572
141.867	190.289
141.018	190.006
139.602	188.024
138.469	186.042
137.054	185.475
136.204	184.626
135.071	182.077
133.656	182.36
132.24	180.095
131.39	178.396
130.541	177.547
130.257	175.848
129.125	174.715
128.842	173.016
127.709	172.45
127.143	170.184
126.01	168.485
125.444	167.353
124.594	165.937
123.745	164.804
123.461	163.955
122.895	163.105
121.762	160.84
122.046	160.557
121.479	159.707
120.913	158.291
120.63	157.442
120.347	156.026
120.063	154.327
119.497	153.477
119.214	151.778
119.214	151.495
118.364	148.663
118.364	149.513
117.515	148.097
117.798	146.681
117.515	146.681
117.232	145.549
116.949	144.416
116.665	142.434
116.382	143.566
116.099	143.3500952
115.816	142.2877143
115.533	140.8802857
115.816	139.6292381
115.533	139.036
115.533	139.602
114.966	138.186
115.25	138.186
115.25	137.8462
114.683	137.3365
114.4	136.8268
114.117	136.487
114.4	136.487
114.117	136.487
114.4	135.921
114.117	134.505
113.551	133.939
114.4	134.505
114.117	133.656
114.117	132.806
113.834	133.656
113.834	133.656
114.117	131.39
114.4	133.089
114.4	132.523
114.4	132.523
113.834	131.39
113.834	130.824
113.551	131.107
113.267	131.39
112.984	130.257
112.135	129.691
112.135	131.107
111.852	131.107
111.002	129.691
110.436	129.125
109.869	130.257
109.869	130.541
108.737	129.125
108.17	129.125
107.887	129.408
107.321	127.709
107.038	129.408
106.188	129.125
105.905	129.125
105.055	128.842
104.772	127.143
103.923	126.859
103.356	126.859
102.79	124.594
102.224	125.727
102.224	126.01
101.091	125.444
100.808	124.028
100.808	124.028
99.675	123.745
99.675	124.594
98.826	120.913
98.543	123.745
97.976	120.63
97.693	122.046
97.693	120.063
96.844	122.046
96.56	120.063
95.994	120.913
95.994	118.364
95.428	118.081
95.145	118.081
94.578	117.232
94.295	117.232
94.012	116.665
93.446	115.533
93.446	114.966
92.879	115.533
92.879	115.533
92.596	114.966
92.313	113.834
92.03	113.551
91.747	113.267
91.463	112.701
91.463	110.436
90.897	111.568
90.897	112.418
90.614	111.852
90.331	110.719
89.764	110.719
90.048	110.436
89.481	109.303
89.481	109.586
89.198	108.737
88.915	108.737
88.632	108.454
88.632	108.17
88.349	107.604
87.782	107.604
87.499	106.188
87.499	105.339
86.933	105.622
87.216	105.622
86.65	106.188
86.65	106.188
86.366	105.622
85.517	104.489
85.234	104.206
85.517	103.923
84.667	103.923
84.667	103.356
84.384	103.923
84.101	103.923
83.535	103.073
83.252	102.79
82.968	102.224
82.685	102.224
82.119	101.091
81.269	100.242
80.986	101.374
80.703	101.374
80.42	100.242
79.853	99.392
79.57	99.675
79.004	99.675
78.438	97.976
78.438	98.543
78.154	97.127
77.588	96.844
77.305	96.844
76.739	96.844
76.172	96.277
